dataset,track_id,n_beats,mean_ibi,std_ibi,cv
GTZAN,gtzan_jazz_00087,66,0.4516,0.0187,0.0415
GTZAN,gtzan_jazz_00088,64,0.4662,0.0039,0.0085
GTZAN,gtzan_jazz_00089,28,1.0827,0.0325,0.0301
GTZAN,gtzan_jazz_00090,68,0.4419,0.0045,0.0102
GTZAN,gtzan_jazz_00091,29,1.0645,0.026,0.0244
GTZAN,gtzan_jazz_00092,26,1.1304,0.0232,0.0205
GTZAN,gtzan_jazz_00093,83,0.3611,0.0074,0.0205
GTZAN,gtzan_jazz_00094,61,0.4989,0.0215,0.0431
GTZAN,gtzan_jazz_00095,60,0.503,0.0269,0.0535
GTZAN,gtzan_jazz_00096,67,0.4483,0.0162,0.0362
GTZAN,gtzan_jazz_00097,26,1.1554,0.0363,0.0315
GTZAN,gtzan_jazz_00098,81,0.3704,0.0104,0.0281
GTZAN,gtzan_jazz_00099,68,0.4403,0.011,0.025
GTZAN,gtzan_metal_00000,47,0.6387,0.007,0.011
GTZAN,gtzan_metal_00001,78,0.3849,0.0038,0.01
GTZAN,gtzan_metal_00002,56,0.5386,0.0057,0.0105
GTZAN,gtzan_metal_00003,97,0.3059,0.0074,0.0241
GTZAN,gtzan_metal_00004,69,0.4314,0.0089,0.0206
GTZAN,gtzan_metal_00005,77,0.3893,0.0056,0.0144
GTZAN,gtzan_metal_00006,60,0.5037,0.0137,0.0273
GTZAN,gtzan_metal_00007,76,0.3948,0.0178,0.0451
GTZAN,gtzan_metal_00008,59,0.5113,0.0072,0.0141
GTZAN,gtzan_metal_00009,57,0.5287,0.0029,0.0054
GTZAN,gtzan_metal_00010,103,0.2931,0.0391,0.1333
GTZAN,gtzan_metal_00011,80,0.3771,0.0295,0.0782
GTZAN,gtzan_metal_00012,83,0.3581,0.0047,0.0131
GTZAN,gtzan_metal_00013,69,0.4314,0.0089,0.0206
GTZAN,gtzan_metal_00014,37,0.7865,0.0291,0.037
GTZAN,gtzan_metal_00015,58,0.5139,0.0937,0.1824
GTZAN,gtzan_metal_00016,46,0.652,0.0154,0.0237
GTZAN,gtzan_metal_00017,107,0.2801,0.0099,0.0352
GTZAN,gtzan_metal_00018,50,0.6048,0.0222,0.0366
GTZAN,gtzan_metal_00019,109,0.2732,0.0046,0.0168
GTZAN,gtzan_metal_00020,97,0.3021,0.1282,0.4245
GTZAN,gtzan_metal_00021,55,0.5464,0.0276,0.0505
GTZAN,gtzan_metal_00022,69,0.4384,0.0043,0.0097
GTZAN,gtzan_metal_00023,73,0.4123,0.0085,0.0206
GTZAN,gtzan_metal_00024,56,0.5368,0.0051,0.0095
GTZAN,gtzan_metal_00025,69,0.4332,0.0033,0.0077
GTZAN,gtzan_metal_00026,125,0.2408,0.0235,0.0976
GTZAN,gtzan_metal_00027,128,0.2327,0.006,0.0258
GTZAN,gtzan_metal_00028,70,0.4288,0.0077,0.018
GTZAN,gtzan_metal_00029,61,0.4937,0.0098,0.0198
GTZAN,gtzan_metal_00030,66,0.4543,0.0027,0.0058
GTZAN,gtzan_metal_00031,69,0.4351,0.0083,0.0191
GTZAN,gtzan_metal_00032,87,0.3436,0.0205,0.0597
GTZAN,gtzan_metal_00033,62,0.4872,0.0049,0.01
GTZAN,gtzan_metal_00034,79,0.3816,0.0249,0.0651
GTZAN,gtzan_metal_00035,60,0.506,0.0564,0.1115
GTZAN,gtzan_metal_00036,71,0.4232,0.0067,0.0159
GTZAN,gtzan_metal_00037,69,0.435,0.0067,0.0154
GTZAN,gtzan_metal_00038,50,0.6028,0.0464,0.077
GTZAN,gtzan_metal_00039,30,0.999,0.0112,0.0112
GTZAN,gtzan_metal_00040,55,0.5492,0.0117,0.0212
GTZAN,gtzan_metal_00041,59,0.5107,0.0123,0.024
GTZAN,gtzan_metal_00042,65,0.4609,0.0059,0.0128
GTZAN,gtzan_metal_00043,48,0.6304,0.047,0.0745
GTZAN,gtzan_metal_00044,59,0.5107,0.0131,0.0256
GTZAN,gtzan_metal_00045,31,0.987,0.0279,0.0283
GTZAN,gtzan_metal_00046,115,0.2586,0.0069,0.0268
GTZAN,gtzan_metal_00047,104,0.2887,0.0165,0.0571
GTZAN,gtzan_metal_00048,109,0.2726,0.0047,0.0173
GTZAN,gtzan_metal_00049,99,0.3036,0.0071,0.0233
GTZAN,gtzan_metal_00050,113,0.2643,0.0091,0.0344
GTZAN,gtzan_metal_00051,110,0.2741,0.0089,0.0326
GTZAN,gtzan_metal_00052,80,0.3786,0.0149,0.0393
GTZAN,gtzan_metal_00053,124,0.2405,0.0094,0.0391
GTZAN,gtzan_metal_00054,124,0.241,0.0026,0.0106
GTZAN,gtzan_metal_00055,85,0.3546,0.013,0.0367
GTZAN,gtzan_metal_00056,108,0.2773,0.0074,0.0265
GTZAN,gtzan_metal_00057,64,0.4678,0.0105,0.0225
GTZAN,gtzan_metal_00058,73,0.4123,0.0102,0.0246
GTZAN,gtzan_metal_00059,49,0.6138,0.0156,0.0255
GTZAN,gtzan_metal_00060,45,0.6675,0.0107,0.0161
GTZAN,gtzan_metal_00061,109,0.2741,0.0068,0.0249
GTZAN,gtzan_metal_00062,59,0.511,0.0088,0.0172
GTZAN,gtzan_metal_00063,65,0.4604,0.0094,0.0205
GTZAN,gtzan_metal_00064,47,0.6373,0.0096,0.0151
GTZAN,gtzan_metal_00065,59,0.5107,0.0155,0.0304
GTZAN,gtzan_metal_00066,30,0.9934,0.0153,0.0154
GTZAN,gtzan_metal_00067,67,0.4518,0.0035,0.0076
GTZAN,gtzan_metal_00068,83,0.3652,0.0052,0.0144
GTZAN,gtzan_metal_00069,81,0.3693,0.0107,0.0289
GTZAN,gtzan_metal_00070,58,0.5168,0.005,0.0097
GTZAN,gtzan_metal_00071,42,0.7056,0.0037,0.0053
GTZAN,gtzan_metal_00072,60,0.5001,0.012,0.024
GTZAN,gtzan_metal_00073,37,0.8264,0.0122,0.0147
GTZAN,gtzan_metal_00074,62,0.4839,0.0096,0.0198
GTZAN,gtzan_metal_00075,56,0.5302,0.0113,0.0213
GTZAN,gtzan_metal_00076,70,0.4277,0.0099,0.0232
GTZAN,gtzan_metal_00077,75,0.4001,0.0033,0.0081
GTZAN,gtzan_metal_00078,100,0.3007,0.0059,0.0195
GTZAN,gtzan_metal_00079,62,0.4846,0.0094,0.0195
GTZAN,gtzan_metal_00080,57,0.5224,0.1808,0.346
GTZAN,gtzan_metal_00081,73,0.412,0.0278,0.0675
GTZAN,gtzan_metal_00082,61,0.4898,0.0119,0.0243
GTZAN,gtzan_metal_00083,59,0.5087,0.0097,0.019
GTZAN,gtzan_metal_00084,74,0.403,0.003,0.0074
GTZAN,gtzan_metal_00085,51,0.5858,0.0095,0.0162
GTZAN,gtzan_metal_00086,61,0.4891,0.0047,0.0096
GTZAN,gtzan_metal_00087,96,0.3153,0.0036,0.0114
GTZAN,gtzan_metal_00088,58,0.5149,0.0088,0.0171
GTZAN,gtzan_metal_00089,38,0.7837,0.0201,0.0257
GTZAN,gtzan_metal_00090,89,0.3343,0.0082,0.0246
GTZAN,gtzan_metal_00091,68,0.4389,0.0055,0.0126
GTZAN,gtzan_metal_00092,67,0.4476,0.0843,0.1883
GTZAN,gtzan_metal_00093,86,0.3507,0.0058,0.0165
GTZAN,gtzan_metal_00094,80,0.3751,0.0122,0.0325
GTZAN,gtzan_metal_00095,39,0.7784,0.0658,0.0846
GTZAN,gtzan_metal_00096,47,0.6378,0.1147,0.1798
GTZAN,gtzan_metal_00097,41,0.7405,0.0345,0.0466
GTZAN,gtzan_metal_00098,39,0.7751,0.0114,0.0147
GTZAN,gtzan_metal_00099,36,0.8243,0.0157,0.019
GTZAN,gtzan_pop_00000,33,0.9023,0.003,0.0034
GTZAN,gtzan_pop_00001,52,0.5661,0.0031,0.0054
GTZAN,gtzan_pop_00002,63,0.4754,0.003,0.0063
GTZAN,gtzan_pop_00003,47,0.6456,0.0317,0.0491
GTZAN,gtzan_pop_00004,40,0.7472,0.0035,0.0047
GTZAN,gtzan_pop_00005,42,0.7047,0.0089,0.0127
GTZAN,gtzan_pop_00006,47,0.6426,0.0303,0.0471
GTZAN,gtzan_pop_00007,32,0.9458,0.0048,0.005
GTZAN,gtzan_pop_00008,42,0.7134,0.0038,0.0053
GTZAN,gtzan_pop_00009,51,0.5694,0.0029,0.005
GTZAN,gtzan_pop_00010,54,0.5569,0.0315,0.0565
GTZAN,gtzan_pop_00011,30,1.0183,0.0848,0.0832
GTZAN,gtzan_pop_00012,49,0.6086,0.0098,0.0161
GTZAN,gtzan_pop_00013,36,0.8353,0.0063,0.0076
GTZAN,gtzan_pop_00014,57,0.518,0.0043,0.0082
GTZAN,gtzan_pop_00015,52,0.5767,0.0037,0.0064
GTZAN,gtzan_pop_00016,55,0.5462,0.0159,0.029
GTZAN,gtzan_pop_00017,55,0.5436,0.025,0.046
GTZAN,gtzan_pop_00018,61,0.4919,0.0027,0.0055
GTZAN,gtzan_pop_00019,47,0.645,0.0053,0.0082
GTZAN,gtzan_pop_00020,54,0.5555,0.0039,0.007
GTZAN,gtzan_pop_00021,51,0.5902,0.023,0.039
GTZAN,gtzan_pop_00022,52,0.5767,0.0037,0.0064
GTZAN,gtzan_pop_00023,52,0.5828,0.0042,0.0071
GTZAN,gtzan_pop_00024,59,0.513,0.0027,0.0053
GTZAN,gtzan_pop_00025,38,0.8006,0.0045,0.0056
GTZAN,gtzan_pop_00026,39,0.7826,0.0411,0.0525
GTZAN,gtzan_pop_00027,42,0.7134,0.0024,0.0034
GTZAN,gtzan_pop_00028,51,0.5941,0.003,0.005
GTZAN,gtzan_pop_00029,40,0.7502,0.0048,0.0065
GTZAN,gtzan_pop_00030,47,0.6321,0.004,0.0064
GTZAN,gtzan_pop_00031,47,0.6321,0.004,0.0064
GTZAN,gtzan_pop_00032,48,0.6313,0.0031,0.0049
GTZAN,gtzan_pop_00033,49,0.6069,0.0188,0.031
GTZAN,gtzan_pop_00034,47,0.625,0.0028,0.0045
GTZAN,gtzan_pop_00035,54,0.5551,0.004,0.0072
GTZAN,gtzan_pop_00036,49,0.6134,0.005,0.0081
GTZAN,gtzan_pop_00037,52,0.5764,0.0027,0.0047
GTZAN,gtzan_pop_00038,47,0.6449,0.0056,0.0087
GTZAN,gtzan_pop_00039,41,0.7239,0.0081,0.0112
GTZAN,gtzan_pop_00040,32,0.9232,0.0055,0.006
GTZAN,gtzan_pop_00041,27,1.1177,0.0217,0.0194
GTZAN,gtzan_pop_00042,47,0.6441,0.0027,0.0042
GTZAN,gtzan_pop_00043,131,0.2256,0.0014,0.0064
GTZAN,gtzan_pop_00044,59,0.5046,0.0015,0.0031
GTZAN,gtzan_pop_00045,44,0.6823,0.0033,0.0049
GTZAN,gtzan_pop_00046,44,0.6826,0.005,0.0073
GTZAN,gtzan_pop_00047,55,0.5432,0.0198,0.0365
GTZAN,gtzan_pop_00048,62,0.4691,0.0029,0.0062
GTZAN,gtzan_pop_00049,30,1.0169,0.0034,0.0033
GTZAN,gtzan_pop_00050,35,0.8559,0.006,0.007
GTZAN,gtzan_pop_00051,57,0.5311,0.0306,0.0576
GTZAN,gtzan_pop_00052,52,0.5811,0.022,0.0378
GTZAN,gtzan_pop_00053,33,0.9324,0.0178,0.0191
GTZAN,gtzan_pop_00054,49,0.6125,0.0122,0.0199
GTZAN,gtzan_pop_00055,53,0.5698,0.0327,0.0573
GTZAN,gtzan_pop_00056,45,0.674,0.0039,0.0058
GTZAN,gtzan_pop_00057,52,0.5813,0.0184,0.0316
GTZAN,gtzan_pop_00058,49,0.6101,0.0028,0.0046
GTZAN,gtzan_pop_00059,45,0.674,0.0038,0.0057
GTZAN,gtzan_pop_00060,49,0.6158,0.0143,0.0232
GTZAN,gtzan_pop_00061,48,0.6254,0.0034,0.0054
GTZAN,gtzan_pop_00062,40,0.7441,0.0071,0.0096
GTZAN,gtzan_pop_00063,31,0.9808,0.0131,0.0134
GTZAN,gtzan_pop_00064,66,0.4532,0.048,0.106
GTZAN,gtzan_pop_00065,30,1.0287,0.0959,0.0932
GTZAN,gtzan_pop_00066,41,0.7334,0.0047,0.0064
GTZAN,gtzan_pop_00067,57,0.5295,0.0054,0.0101
GTZAN,gtzan_pop_00068,32,0.9359,0.016,0.0171
GTZAN,gtzan_pop_00069,53,0.5684,0.0034,0.0059
GTZAN,gtzan_pop_00070,62,0.48,0.0033,0.0068
GTZAN,gtzan_pop_00071,57,0.5295,0.0077,0.0144
GTZAN,gtzan_pop_00072,57,0.5207,0.0028,0.0054
GTZAN,gtzan_pop_00073,64,0.4693,0.0024,0.0051
GTZAN,gtzan_pop_00074,42,0.7174,0.0127,0.0177
GTZAN,gtzan_pop_00075,47,0.6378,0.0052,0.0081
GTZAN,gtzan_pop_00076,28,1.0924,0.0033,0.0031
GTZAN,gtzan_pop_00077,56,0.5413,0.0046,0.0085
GTZAN,gtzan_pop_00078,53,0.5725,0.0031,0.0054
GTZAN,gtzan_pop_00079,56,0.5321,0.009,0.0168
GTZAN,gtzan_pop_00080,55,0.5463,0.0069,0.0126
GTZAN,gtzan_pop_00081,36,0.8215,0.003,0.0036
GTZAN,gtzan_pop_00082,63,0.4728,0.0058,0.0122
GTZAN,gtzan_pop_00083,62,0.4839,0.0028,0.0058
GTZAN,gtzan_pop_00084,50,0.6001,0.003,0.005
GTZAN,gtzan_pop_00085,60,0.4997,0.002,0.0039
GTZAN,gtzan_pop_00086,66,0.4544,0.0035,0.0076
GTZAN,gtzan_pop_00087,51,0.5889,0.0045,0.0077
GTZAN,gtzan_pop_00088,50,0.6009,0.0041,0.0068
GTZAN,gtzan_pop_00089,50,0.5971,0.0035,0.0059
GTZAN,gtzan_pop_00090,51,0.588,0.003,0.005
GTZAN,gtzan_pop_00091,58,0.5222,0.0043,0.0082
GTZAN,gtzan_pop_00092,55,0.5503,0.0031,0.0057
GTZAN,gtzan_pop_00093,67,0.4478,0.0024,0.0054
GTZAN,gtzan_pop_00094,38,0.8001,0.003,0.0037
GTZAN,gtzan_pop_00095,53,0.5712,0.0032,0.0055
GTZAN,gtzan_pop_00096,46,0.6597,0.0038,0.0057
GTZAN,gtzan_pop_00097,50,0.6054,0.0079,0.013
GTZAN,gtzan_pop_00098,57,0.5223,0.0019,0.0036
GTZAN,gtzan_pop_00099,39,0.7592,0.0046,0.006
GTZAN,gtzan_reggae_00000,61,0.4908,0.0031,0.0062
GTZAN,gtzan_reggae_00001,39,0.7722,0.0213,0.0275
GTZAN,gtzan_reggae_00002,104,0.2903,0.0017,0.0059
GTZAN,gtzan_reggae_00003,73,0.4047,0.0035,0.0087
GTZAN,gtzan_reggae_00004,63,0.4791,0.0196,0.041
GTZAN,gtzan_reggae_00005,78,0.3845,0.0048,0.0124
GTZAN,gtzan_reggae_00006,75,0.3987,0.0032,0.0079
GTZAN,gtzan_reggae_00007,74,0.3945,0.003,0.0076
GTZAN,gtzan_reggae_00008,97,0.3107,0.0091,0.0293
GTZAN,gtzan_reggae_00009,79,0.38,0.0029,0.0076
GTZAN,gtzan_reggae_00010,57,0.5253,0.01,0.019
GTZAN,gtzan_reggae_00011,63,0.4762,0.0032,0.0067
GTZAN,gtzan_reggae_00012,131,0.2285,0.0019,0.0083
GTZAN,gtzan_reggae_00013,61,0.4863,0.0043,0.0089
GTZAN,gtzan_reggae_00014,65,0.4589,0.0122,0.0265
GTZAN,gtzan_reggae_00015,63,0.4757,0.0107,0.0225
GTZAN,gtzan_reggae_00016,70,0.4215,0.003,0.007
GTZAN,gtzan_reggae_00017,62,0.4736,0.0028,0.0059
GTZAN,gtzan_reggae_00018,77,0.3845,0.0078,0.0202
GTZAN,gtzan_reggae_00019,72,0.4101,0.0037,0.0091
GTZAN,gtzan_reggae_00020,63,0.4707,0.0062,0.0132
GTZAN,gtzan_reggae_00021,77,0.3881,0.0129,0.0332
GTZAN,gtzan_reggae_00022,74,0.4055,0.0031,0.0077
GTZAN,gtzan_reggae_00023,65,0.4634,0.0034,0.0074
GTZAN,gtzan_reggae_00024,68,0.4318,0.0065,0.015
GTZAN,gtzan_reggae_00025,59,0.496,0.0083,0.0167
GTZAN,gtzan_reggae_00026,68,0.4353,0.0169,0.0389
GTZAN,gtzan_reggae_00027,68,0.4433,0.0171,0.0386
GTZAN,gtzan_reggae_00028,78,0.3833,0.0104,0.027
GTZAN,gtzan_reggae_00029,75,0.3999,0.0027,0.0069
GTZAN,gtzan_reggae_00030,76,0.3952,0.0042,0.0106
GTZAN,gtzan_reggae_00031,80,0.3777,0.0028,0.0073
GTZAN,gtzan_reggae_00032,76,0.3981,0.0136,0.0341
GTZAN,gtzan_reggae_00033,43,0.684,0.0047,0.0069
GTZAN,gtzan_reggae_00034,94,0.3188,0.0042,0.0132
GTZAN,gtzan_reggae_00035,82,0.3662,0.0032,0.0088
GTZAN,gtzan_reggae_00036,87,0.3446,0.0103,0.0299
GTZAN,gtzan_reggae_00037,76,0.3934,0.0096,0.0245
GTZAN,gtzan_reggae_00038,48,0.6316,0.0041,0.0065
GTZAN,gtzan_reggae_00039,76,0.3907,0.0046,0.0117
GTZAN,gtzan_reggae_00040,47,0.6474,0.0089,0.0138
GTZAN,gtzan_reggae_00041,73,0.4092,0.0045,0.011
GTZAN,gtzan_reggae_00042,60,0.4986,0.0081,0.0162
GTZAN,gtzan_reggae_00043,78,0.3858,0.0103,0.0266
GTZAN,gtzan_reggae_00044,87,0.3424,0.0031,0.009
GTZAN,gtzan_reggae_00045,81,0.3694,0.003,0.0081
GTZAN,gtzan_reggae_00046,85,0.3541,0.002,0.0056
GTZAN,gtzan_reggae_00047,73,0.4084,0.0046,0.0112
GTZAN,gtzan_reggae_00048,87,0.3435,0.0031,0.0091
GTZAN,gtzan_reggae_00049,94,0.3086,0.0036,0.0118
GTZAN,gtzan_reggae_00050,94,0.3182,0.003,0.0093
GTZAN,gtzan_reggae_00051,64,0.4691,0.003,0.0065
GTZAN,gtzan_reggae_00052,50,0.6016,0.0124,0.0206
GTZAN,gtzan_reggae_00053,76,0.3926,0.0066,0.0167
GTZAN,gtzan_reggae_00054,73,0.4052,0.0045,0.0111
GTZAN,gtzan_reggae_00055,65,0.4654,0.0272,0.0584
GTZAN,gtzan_reggae_00056,78,0.3844,0.0053,0.0138
GTZAN,gtzan_reggae_00057,96,0.3115,0.0077,0.0249
GTZAN,gtzan_reggae_00058,62,0.4876,0.0092,0.0189
GTZAN,gtzan_reggae_00059,77,0.3884,0.0032,0.0083
GTZAN,gtzan_reggae_00060,57,0.5271,0.008,0.0151
GTZAN,gtzan_reggae_00061,46,0.6521,0.0029,0.0045
GTZAN,gtzan_reggae_00062,76,0.3968,0.0077,0.0194
GTZAN,gtzan_reggae_00063,91,0.3272,0.005,0.0152
GTZAN,gtzan_reggae_00064,85,0.3501,0.0038,0.0109
GTZAN,gtzan_reggae_00065,88,0.339,0.0067,0.0198
GTZAN,gtzan_reggae_00066,40,0.7549,0.0058,0.0076
GTZAN,gtzan_reggae_00067,84,0.3588,0.0037,0.0104
GTZAN,gtzan_reggae_00068,69,0.4373,0.0064,0.0146
GTZAN,gtzan_reggae_00069,73,0.4105,0.0037,0.0091
GTZAN,gtzan_reggae_00070,88,0.3407,0.0056,0.0164
GTZAN,gtzan_reggae_00071,70,0.4267,0.0077,0.0181
GTZAN,gtzan_reggae_00072,42,0.7156,0.014,0.0196
GTZAN,gtzan_reggae_00073,42,0.7156,0.0077,0.0107
GTZAN,gtzan_reggae_00074,42,0.7149,0.0039,0.0055
GTZAN,gtzan_reggae_00075,72,0.4139,0.0037,0.0089
GTZAN,gtzan_reggae_00076,39,0.7631,0.0051,0.0067
GTZAN,gtzan_reggae_00077,74,0.4052,0.0038,0.0095
GTZAN,gtzan_reggae_00078,80,0.3756,0.0162,0.0433
GTZAN,gtzan_reggae_00079,76,0.3956,0.0072,0.0182
GTZAN,gtzan_reggae_00080,50,0.5983,0.0036,0.006
GTZAN,gtzan_reggae_00081,50,0.5981,0.0034,0.0056
GTZAN,gtzan_reggae_00082,50,0.5981,0.0034,0.0058
GTZAN,gtzan_reggae_00083,33,0.91,0.0368,0.0405
GTZAN,gtzan_reggae_00084,50,0.5954,0.0115,0.0194
GTZAN,gtzan_reggae_00085,87,0.345,0.0096,0.0277
GTZAN,gtzan_reggae_00087,41,0.7211,0.0035,0.0049
GTZAN,gtzan_reggae_00088,54,0.5548,0.0029,0.0053
GTZAN,gtzan_reggae_00089,74,0.4009,0.0027,0.0068
GTZAN,gtzan_reggae_00090,77,0.3905,0.0029,0.0074
GTZAN,gtzan_reggae_00091,72,0.414,0.0032,0.0077
GTZAN,gtzan_reggae_00092,72,0.415,0.0076,0.0184
GTZAN,gtzan_reggae_00093,90,0.3314,0.0058,0.0176
GTZAN,gtzan_reggae_00094,64,0.4725,0.0032,0.0068
GTZAN,gtzan_reggae_00095,62,0.4854,0.01,0.0205
GTZAN,gtzan_reggae_00096,89,0.3367,0.0048,0.0142
GTZAN,gtzan_reggae_00097,26,1.1475,0.0389,0.0339
GTZAN,gtzan_reggae_00098,120,0.248,0.0049,0.0198
GTZAN,gtzan_reggae_00099,118,0.2534,0.0056,0.0221
GTZAN,gtzan_rock_00000,61,0.4924,0.0137,0.0279
GTZAN,gtzan_rock_00001,37,0.7969,0.011,0.0138
GTZAN,gtzan_rock_00002,53,0.5692,0.0102,0.0179
GTZAN,gtzan_rock_00003,48,0.6346,0.0062,0.0097
GTZAN,gtzan_rock_00004,39,0.7704,0.0085,0.011
GTZAN,gtzan_rock_00005,50,0.5992,0.0397,0.0663
GTZAN,gtzan_rock_00006,29,1.0521,0.021,0.02
GTZAN,gtzan_rock_00007,45,0.671,0.0072,0.0108
GTZAN,gtzan_rock_00008,45,0.6744,0.0234,0.0347
GTZAN,gtzan_rock_00009,38,0.8004,0.0114,0.0143
GTZAN,gtzan_rock_00010,42,0.727,0.0062,0.0085
GTZAN,gtzan_rock_00011,58,0.5158,0.009,0.0174
GTZAN,gtzan_rock_00012,56,0.5304,0.0041,0.0077
GTZAN,gtzan_rock_00013,46,0.6557,0.0041,0.0062
GTZAN,gtzan_rock_00014,58,0.5123,0.0161,0.0314
GTZAN,gtzan_rock_00015,52,0.5707,0.0114,0.0201
GTZAN,gtzan_rock_00016,73,0.41,0.012,0.0294
GTZAN,gtzan_rock_00017,61,0.4941,0.0081,0.0164
GTZAN,gtzan_rock_00018,59,0.5107,0.0203,0.0398
GTZAN,gtzan_rock_00019,60,0.5003,0.0069,0.0139
GTZAN,gtzan_rock_00020,50,0.6055,0.0184,0.0305
GTZAN,gtzan_rock_00021,95,0.3174,0.0176,0.0553
GTZAN,gtzan_rock_00022,100,0.3013,0.005,0.0165
GTZAN,gtzan_rock_00023,37,0.8024,0.0125,0.0156
GTZAN,gtzan_rock_00024,73,0.408,0.0039,0.0097
GTZAN,gtzan_rock_00025,52,0.5792,0.0153,0.0265
GTZAN,gtzan_rock_00026,57,0.5329,0.0055,0.0103
GTZAN,gtzan_rock_00027,75,0.4015,0.0199,0.0495
GTZAN,gtzan_rock_00028,68,0.4356,0.0039,0.009
GTZAN,gtzan_rock_00029,63,0.4754,0.0103,0.0217
GTZAN,gtzan_rock_00030,58,0.5229,0.0392,0.075
GTZAN,gtzan_rock_00031,60,0.5037,0.0377,0.0748
GTZAN,gtzan_rock_00032,47,0.6519,0.0477,0.0732
GTZAN,gtzan_rock_00033,59,0.5125,0.0072,0.0141
GTZAN,gtzan_rock_00034,35,0.8724,0.0101,0.0116
GTZAN,gtzan_rock_00035,66,0.458,0.0032,0.007
GTZAN,gtzan_rock_00036,34,0.8909,0.0129,0.0144
GTZAN,gtzan_rock_00037,63,0.4684,0.0049,0.0106
GTZAN,gtzan_rock_00038,34,0.9044,0.0052,0.0057
GTZAN,gtzan_rock_00039,72,0.4154,0.0039,0.0094
GTZAN,gtzan_rock_00040,46,0.6445,0.1243,0.1929
GTZAN,gtzan_rock_00041,58,0.5107,0.0038,0.0075
GTZAN,gtzan_rock_00042,40,0.7447,0.0224,0.0301
GTZAN,gtzan_rock_00043,88,0.3413,0.0037,0.0107
GTZAN,gtzan_rock_00044,45,0.6413,0.0142,0.0221
GTZAN,gtzan_rock_00045,38,0.7928,0.0087,0.011
GTZAN,gtzan_rock_00046,51,0.5918,0.0133,0.0224
GTZAN,gtzan_rock_00047,55,0.5457,0.0158,0.0289
GTZAN,gtzan_rock_00048,66,0.4583,0.0052,0.0114
GTZAN,gtzan_rock_00049,42,0.7166,0.0122,0.0171
GTZAN,gtzan_rock_00050,62,0.4819,0.0037,0.0078
GTZAN,gtzan_rock_00051,44,0.6809,0.0048,0.0071
GTZAN,gtzan_rock_00052,48,0.6184,0.0054,0.0087
GTZAN,gtzan_rock_00053,60,0.5011,0.004,0.0081
GTZAN,gtzan_rock_00054,54,0.5505,0.0085,0.0154
GTZAN,gtzan_rock_00055,66,0.4595,0.015,0.0327
GTZAN,gtzan_rock_00056,69,0.4346,0.0023,0.0054
GTZAN,gtzan_rock_00057,63,0.4797,0.0034,0.0071
GTZAN,gtzan_rock_00058,58,0.5204,0.0177,0.034
GTZAN,gtzan_rock_00059,58,0.516,0.0042,0.0082
GTZAN,gtzan_rock_00060,88,0.3401,0.0108,0.0317
GTZAN,gtzan_rock_00061,61,0.4909,0.003,0.0062
GTZAN,gtzan_rock_00062,62,0.4839,0.0136,0.028
GTZAN,gtzan_rock_00063,63,0.4765,0.0104,0.0219
GTZAN,gtzan_rock_00064,76,0.3935,0.0042,0.0107
GTZAN,gtzan_rock_00065,31,0.967,0.0065,0.0067
GTZAN,gtzan_rock_00066,38,0.7894,0.0228,0.0289
GTZAN,gtzan_rock_00067,53,0.5696,0.012,0.021
GTZAN,gtzan_rock_00068,63,0.4797,0.0207,0.0431
GTZAN,gtzan_rock_00069,84,0.3545,0.0093,0.0263
GTZAN,gtzan_rock_00070,84,0.355,0.0058,0.0163
GTZAN,gtzan_rock_00071,56,0.5351,0.0033,0.0062
GTZAN,gtzan_rock_00072,50,0.5787,0.0036,0.0061
GTZAN,gtzan_rock_00073,47,0.6374,0.0088,0.0138
GTZAN,gtzan_rock_00074,56,0.5355,0.005,0.0094
GTZAN,gtzan_rock_00075,60,0.5007,0.0087,0.0173
GTZAN,gtzan_rock_00076,48,0.6253,0.0036,0.0057
GTZAN,gtzan_rock_00077,54,0.5553,0.0293,0.0528
GTZAN,gtzan_rock_00078,49,0.6123,0.0083,0.0136
GTZAN,gtzan_rock_00079,63,0.4796,0.0074,0.0154
GTZAN,gtzan_rock_00080,59,0.5081,0.0037,0.0073
GTZAN,gtzan_rock_00081,60,0.5061,0.0106,0.0209
GTZAN,gtzan_rock_00082,49,0.6118,0.0083,0.0136
GTZAN,gtzan_rock_00083,61,0.493,0.0026,0.0053
GTZAN,gtzan_rock_00084,65,0.465,0.0041,0.0088
GTZAN,gtzan_rock_00085,49,0.6156,0.0053,0.0086
GTZAN,gtzan_rock_00086,66,0.4557,0.0098,0.0214
GTZAN,gtzan_rock_00087,65,0.4561,0.0066,0.0146
GTZAN,gtzan_rock_00088,46,0.6534,0.0073,0.0111
GTZAN,gtzan_rock_00089,54,0.5491,0.0076,0.0138
GTZAN,gtzan_rock_00090,61,0.4927,0.0034,0.007
GTZAN,gtzan_rock_00091,72,0.42,0.0058,0.0137
GTZAN,gtzan_rock_00092,66,0.4578,0.0048,0.0105
GTZAN,gtzan_rock_00093,51,0.5789,0.0059,0.0101
GTZAN,gtzan_rock_00094,55,0.5386,0.0162,0.03
GTZAN,gtzan_rock_00095,51,0.5871,0.0406,0.0692
GTZAN,gtzan_rock_00096,58,0.5123,0.0089,0.0174
GTZAN,gtzan_rock_00097,64,0.4679,0.0084,0.018
GTZAN,gtzan_rock_00098,55,0.5431,0.0169,0.0311
